iter	RMSE
195	0.00509815713
196	0.004996658401
197	0.00473361081
198	0.004708892294
199	0.004493890432
200	0.004413101743
201	0.00421935139
202	0.004103064474
203	0.003935979934
204	0.003909994552
205	0.003767137694
206	0.003671240054
207	0.003512319609
208	0.003491610566
209	0.003422703921
210	0.00333397894
211	0.003318787522
212	0.003257406521
213	0.003142969963
214	0.003037093037
215	0.002904698943
216	0.002848765227
217	0.002739726105
218	0.002689905208
219	0.002662057912
220	0.002557170295
221	0.002524389404
222	0.002449266461
223	0.002418047555
224	0.002388164961
225	0.002324892582
226	0.002239412226
227	0.002196497576
228	0.002137427086
229	0.00206807443
230	0.002023038212
231	0.002004435304
232	0.001925984461
233	0.001906186073
234	0.001857292005
235	0.001810181502
236	0.001751920104
237	0.001728411924
238	0.001718245802
239	0.001706425857
240	0.001684002271
241	0.00167137588
242	0.001607635593
243	0.001531668728
244	0.001503684176
245	0.001467990695
246	0.001414842437
247	0.001403439366
248	0.001356022811
249	0.001324026873
250	0.001309892951
251	0.001254298084
252	0.001242879803
253	0.001213096694
254	0.001183195586
255	0.001140730473
256	0.001128237595
257	0.001082883499
258	0.001049194889
259	0.001018104276
260	0.001009176109
261	0.001003670411
262	0.0009949948957
263	0.0009839121953
264	0.0009495038563
265	0.0009389377329
266	0.0009273714179
267	0.0008994336078
268	0.0008716381706
269	0.0008678798502
270	0.0008554967441
271	0.0008179164034
272	0.000806233068
273	0.0008040130655
274	0.000779728192
275	0.000756982346
276	0.0007547766353
277	0.0007327674911
278	0.000710867025
279	0.0006824212498
280	0.0006625301699
281	0.0006532186616
282	0.0006299293619
283	0.0006191735314
284	0.0006016254039
285	0.0005913370355
286	0.000588963744
287	0.0005659948474
288	0.000550776951
289	0.0005327578879
290	0.0005117122305
291	0.0004971910976
292	0.0004770370907
293	0.0004645752883
294	0.0004541742455
295	0.0004437497085
296	0.0004390212493
297	0.0004326443359
298	0.0004143534762
299	0.0004026712556
300	0.000392782597
301	0.0003776080977
302	0.0003628743507
303	0.0003568005838
304	0.0003529073265
305	0.0003352655418
306	0.0003323920511
307	0.00032620435
308	0.0003171299723
309	0.0003152384707
310	0.0003139634786
311	0.0003067134346
312	0.000299548554
313	0.0002917336964
314	0.0002897353166
315	0.0002880493049
316	0.0002766376739
317	0.000267518897
318	0.0002575799939
319	0.00025422279
320	0.0002528925549
321	0.0002458775308
322	0.0002352099639
323	0.000225184499
324	0.0002191539117
325	0.0002144038215
326	0.0002064002258
327	0.0002053553711
328	0.0002017869983
329	0.0001916639085
330	0.0001843199688
331	0.0001783390707
332	0.000173330217
333	0.0001683800434
334	0.0001652374204
335	0.0001617129764
336	0.0001591459415
337	0.000157260011
338	0.0001536221207
339	0.0001498962019
340	0.000143806298
341	0.0001393043154
342	0.0001387358535
343	0.0001360524341
344	0.0001340545173
345	0.0001295691832
346	0.0001262544202
347	0.000123551344
348	0.0001193404371
349	0.0001162168402
350	0.0001111351946
351	0.0001072115951
352	0.0001037106607
353	0.0001022264377
354	9.86673521e-05
355	9.654629451e-05
356	9.59989483e-05
357	9.268297945e-05
358	9.105606023e-05
359	8.943187665e-05
360	8.531579676e-05
361	8.115486931e-05
362	7.972692118e-05
363	7.761504896e-05
364	7.50183969e-05
365	7.281658984e-05
366	7.107319733e-05
367	7.06932103e-05
368	6.903501013e-05
369	6.796543789e-05
370	6.52550698e-05
371	6.393200064e-05
372	6.2799897e-05
373	6.248299792e-05
374	6.07697772e-05
375	5.750569741e-05
376	5.54949691e-05
377	5.408489554e-05
378	5.295967548e-05
379	5.193409538e-05
380	5.046647577e-05
381	4.95941098e-05
382	4.792035176e-05
383	4.738374063e-05
384	4.584051477e-05
385	4.450759107e-05
386	4.323098489e-05
387	4.122908615e-05
388	4.055324902e-05
389	4.032560876e-05
390	3.916790943e-05
391	3.773521384e-05
392	3.714300729e-05
393	3.628291368e-05
394	3.498147664e-05
395	3.394035482e-05
396	3.307534511e-05
397	3.23369787e-05
398	3.205789234e-05
399	3.124713561e-05
400	3.085745253e-05
401	2.960178621e-05
402	2.923934854e-05
403	2.835970466e-05
404	2.753323663e-05
405	2.642337121e-05
406	2.59032563e-05
407	2.564513066e-05
408	2.449432281e-05
409	2.41726837e-05
410	2.352459743e-05
411	2.281103111e-05
412	2.225791893e-05
413	2.181293443e-05
414	2.097866082e-05
415	2.061719956e-05
416	2.031667978e-05
417	1.986749999e-05
418	1.928794171e-05
419	1.919580098e-05
420	1.898723316e-05
421	1.841574202e-05
422	1.833261356e-05
423	1.798377036e-05
424	1.743771815e-05
425	1.680903968e-05
426	1.649822529e-05
427	1.600321028e-05
428	1.574440388e-05
429	1.538321517e-05
430	1.478529753e-05
431	1.430814994e-05
432	1.42209087e-05
433	1.373434719e-05
434	1.32138589e-05
435	1.296719729e-05
436	1.271753015e-05
437	1.242938231e-05
438	1.192466938e-05
439	1.181569222e-05
440	1.13719018e-05
441	1.084527468e-05
442	1.067463158e-05
443	1.029691002e-05
444	9.887490351e-06
445	9.694354978e-06
446	9.377636066e-06
447	9.218590125e-06
448	8.91656536e-06
449	8.670371787e-06
450	8.393911768e-06
451	8.23102128e-06
452	8.129619869e-06
453	7.747295082e-06
454	7.477077341e-06
455	7.374396189e-06
456	7.249275901e-06
457	6.951374741e-06
458	6.794932777e-06
459	6.648600504e-06
460	6.513843778e-06
461	6.320951752e-06
462	6.136929435e-06
463	6.040268621e-06
464	6.01185777e-06
465	5.95308676e-06
466	5.77038827e-06
467	5.575022426e-06
468	5.465040895e-06
469	5.282901648e-06
470	5.107620869e-06
471	4.96203068e-06
472	4.815513695e-06
473	4.662242829e-06
474	4.584260585e-06
475	4.560038561e-06
476	4.440588891e-06
477	4.273469091e-06
478	4.188018498e-06
479	4.037850556e-06
480	3.895098654e-06
481	3.827720378e-06
482	3.735426641e-06
483	3.661167954e-06
484	3.57515229e-06
485	3.48205359e-06
486	3.361607039e-06
487	3.244872775e-06
488	3.233203259e-06
489	3.08393427e-06
490	3.016488306e-06
491	2.913989945e-06
492	2.845896514e-06
493	2.757135853e-06
494	2.676107442e-06
495	2.645526075e-06
496	2.606542295e-06
497	2.545359477e-06
498	2.472278385e-06
499	2.391612257e-06
